PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2023;10;17;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;4;6;28079004_6_48;2023;10;17;0.4;V;0.5;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;4;7;28079004_7_8;2023;10;17;17;V;47;V;8;V;8;V;8;V;11;V;12;V;10;V;14;V;13;V;16;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;4;8;28079004_8_8;2023;10;17;52;V;49;V;31;V;28;V;26;V;30;V;34;V;46;V;49;V;45;V;39;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;4;12;28079004_12_8;2023;10;17;78;V;121;V;43;V;41;V;39;V;48;V;52;V;62;V;71;V;65;V;63;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;1;28079008_1_38;2023;10;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;6;28079008_6_48;2023;10;17;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;7;28079008_7_8;2023;10;17;6;V;2;V;1;V;1;V;2;V;2;V;4;V;19;V;27;V;20;V;14;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;8;28079008_8_8;2023;10;17;56;V;38;V;30;V;27;V;37;V;32;V;38;V;53;V;60;V;53;V;37;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;9;28079008_9_47;2023;10;17;1;V;1;V;1;V;1;V;2;V;1;V;1;V;7;V;10;V;7;V;6;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;10;28079008_10_47;2023;10;17;8;V;7;V;8;V;6;V;9;V;5;V;6;V;13;V;18;V;21;V;19;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;12;28079008_12_8;2023;10;17;65;V;41;V;32;V;29;V;41;V;35;V;44;V;81;V;102;V;84;V;58;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;14;28079008_14_6;2023;10;17;19;V;33;V;35;V;27;V;12;V;18;V;14;V;7;V;7;V;15;V;29;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;20;28079008_20_59;2023;10;17;2.3;V;1.8;V;1.6;V;1.6;V;2.2;V;3.1;V;3.2;V;2.5;V;2.5;V;3.2;V;3.5;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;30;28079008_30_59;2023;10;17;0.3;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4;V;0.5;V;0.4;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;8;35;28079008_35_59;2023;10;17;0.4;V;0.3;V;0.4;V;0.3;V;0.4;V;0.5;V;0.4;V;0.3;V;0.3;V;0.5;V;0.4;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;11;7;28079011_7_8;2023;10;17;2;V;1;V;2;V;3;V;1;V;1;V;1;V;11;V;34;V;26;V;20;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;11;8;28079011_8_8;2023;10;17;49;V;37;V;42;V;45;V;32;V;24;V;27;V;47;V;62;V;61;V;48;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;11;12;28079011_12_8;2023;10;17;51;V;38;V;44;V;49;V;33;V;26;V;28;V;64;V;114;V;102;V;79;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;11;20;28079011_20_59;2023;10;17;3.6;V;2.1;V;2.6;V;2.3;V;2.5;V;2.3;V;2;V;1.5;V;2.6;V;3.4;V;2.9;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;11;30;28079011_30_59;2023;10;17;0.7;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.7;V;0.9;V;0.7;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;11;35;28079011_35_59;2023;10;17;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;16;7;28079016_7_8;2023;10;17;1;V;1;V;1;V;1;V;1;V;1;V;4;V;8;V;11;V;12;V;11;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;16;8;28079016_8_8;2023;10;17;39;V;28;V;39;V;43;V;28;V;19;V;28;V;37;V;50;V;52;V;43;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;16;12;28079016_12_8;2023;10;17;40;V;30;V;41;V;45;V;30;V;20;V;33;V;49;V;66;V;70;V;60;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;16;14;28079016_14_6;2023;10;17;27;V;33;V;15;V;6;V;12;V;16;V;9;V;5;V;5;V;11;V;20;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;17;7;28079017_7_8;2023;10;17;1;V;3;V;8;V;6;V;12;V;12;V;8;V;19;V;20;V;16;V;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;17;8;28079017_8_8;2023;10;17;46;V;61;V;62;V;50;V;50;V;46;V;49;V;51;V;51;V;47;V;34;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;17;12;28079017_12_8;2023;10;17;48;V;66;V;74;V;59;V;69;V;65;V;62;V;80;V;82;V;72;V;47;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;17;14;28079017_14_6;2023;10;17;21;V;11;V;6;V;8;V;4;V;4;V;5;V;4;V;5;V;9;V;27;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;7;28079018_7_8;2023;10;17;21;V;15;V;2;V;1;V;1;V;3;V;8;V;18;V;22;V;18;V;12;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;8;28079018_8_8;2023;10;17;76;V;59;V;31;V;22;V;25;V;24;V;31;V;46;V;54;V;46;V;33;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;10;28079018_10_47;2023;10;17;34;V;11;V;13;V;9;V;2;V;13;V;22;V;23;V;23;V;26;V;26;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;12;28079018_12_8;2023;10;17;108;V;82;V;33;V;24;V;26;V;29;V;43;V;73;V;88;V;73;V;51;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;14;28079018_14_6;2023;10;17;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;20;28079018_20_59;2023;10;17;2.1;V;2.1;V;2.1;V;1.8;V;1.9;V;2.5;V;2.4;V;2.7;V;1.9;V;6.8;V;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;30;28079018_30_59;2023;10;17;0.7;V;0.8;V;0.5;V;0.4;V;0.4;V;0.5;V;0.5;V;0.6;V;0.7;V;1.5;V;1.6;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;18;35;28079018_35_59;2023;10;17;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.3;V;1.1;V;1.2;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;7;28079024_7_8;2023;10;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;15;V;15;V;9;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;8;28079024_8_8;2023;10;17;49;V;39;V;27;V;18;V;18;V;27;V;26;V;35;V;53;V;49;V;31;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;9;28079024_9_47;2023;10;17;9;V;7;V;5;V;4;V;4;V;5;V;4;V;2;V;7;V;9;V;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;10;28079024_10_47;2023;10;17;14;V;12;V;9;V;9;V;8;V;9;V;9;V;6;V;14;V;19;V;19;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;12;28079024_12_8;2023;10;17;51;V;40;V;28;V;19;V;20;V;28;V;28;V;41;V;75;V;71;V;44;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;14;28079024_14_6;2023;10;17;12;V;10;V;8;V;10;V;5;V;3;V;4;V;3;V;1;V;7;V;24;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;20;28079024_20_59;2023;10;17;2.8;V;2.2;V;1.1;V;1;V;1.1;V;1.4;V;2.1;V;2.7;V;2.9;V;2.9;V;2.6;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;30;28079024_30_59;2023;10;17;0.4;V;0.3;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.3;V;0.4;V;0.4;V;0.3;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;24;35;28079024_35_59;2023;10;17;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;27;7;28079027_7_8;2023;10;17;1;V;2;V;53;V;3;V;3;V;4;V;16;V;16;V;36;V;56;V;27;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;27;8;28079027_8_8;2023;10;17;50;V;46;V;53;V;36;V;42;V;34;V;37;V;47;V;58;V;66;V;57;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;27;12;28079027_12_8;2023;10;17;52;V;49;V;134;V;40;V;48;V;40;V;62;V;71;V;113;V;152;V;99;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;27;14;28079027_14_6;2023;10;17;17;V;12;V;3;V;10;V;9;V;8;V;5;V;4;V;2;V;2;V;12;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;36;1;28079036_1_38;2023;10;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;36;7;28079036_7_8;2023;10;17;2;V;1;V;1;V;1;V;2;V;2;V;9;V;26;V;45;V;26;V;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;36;8;28079036_8_8;2023;10;17;48;V;32;V;27;V;29;V;43;V;33;V;43;V;51;V;63;V;61;V;38;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;36;10;28079036_10_47;2023;10;17;25;V;29;V;23;V;25;V;19;V;19;V;18;V;18;V;23;V;28;V;30;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;36;12;28079036_12_8;2023;10;17;51;V;34;V;28;V;31;V;46;V;36;V;56;V;92;V;132;V;101;V;49;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;38;7;28079038_7_8;2023;10;17;3;V;5;V;1;V;5;V;1;V;1;V;2;V;4;V;4;V;7;V;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;38;8;28079038_8_8;2023;10;17;47;V;33;V;22;V;29;V;34;V;29;V;27;V;40;V;41;V;36;V;28;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;38;9;28079038_9_47;2023;10;17;21;V;18;V;20;V;19;V;31;V;34;V;27;V;145;V;156;V;9;V;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;38;10;28079038_10_47;2023;10;17;27;V;25;V;29;V;24;V;37;V;42;V;34;V;141;V;155;V;21;V;10;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;38;12;28079038_12_8;2023;10;17;51;V;41;V;24;V;36;V;35;V;31;V;30;V;47;V;48;V;46;V;40;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
